,GeoName,Description,Year,PriceParity
731,Iowa,All items,2019,89.0
732,Iowa,Goods,2008,93.1
733,Iowa,Goods,2009,93.6
734,Iowa,Goods,2010,93.7
735,Iowa,Goods,2011,94.5
736,Iowa,Goods,2012,95.1
737,Iowa,Goods,2013,95.3
738,Iowa,Goods,2014,95.4
739,Iowa,Goods,2015,95.1
740,Iowa,Goods,2016,95.0
741,Iowa,Goods,2017,95.1
742,Iowa,Goods,2018,94.9
743,Iowa,Goods,2019,94.9
744,Iowa,Services: Other,2008,91.4
745,Iowa,Services: Other,2009,91.3
746,Iowa,Services: Other,2010,91.3
747,Iowa,Services: Other,2011,91.7
748,Iowa,Services: Other,2012,91.5
749,Iowa,Services: Other,2013,91.5
750,Iowa,Services: Other,2014,91.9
751,Iowa,Services: Other,2015,91.0
752,Iowa,Services: Other,2016,91.5
753,Iowa,Services: Other,2017,91.9
754,Iowa,Services: Other,2018,91.6
755,Iowa,Services: Other,2019,91.6
756,Iowa,Services: Rents,2008,72.8
757,Iowa,Services: Rents,2009,73.9
758,Iowa,Services: Rents,2010,73.3
759,Iowa,Services: Rents,2011,74.5
760,Iowa,Services: Rents,2012,74.6
761,Iowa,Services: Rents,2013,76.1
762,Iowa,Services: Rents,2014,75.1
763,Iowa,Services: Rents,2015,75.3
764,Iowa,Services: Rents,2016,75.1
765,Iowa,Services: Rents,2017,75.2
766,Iowa,Services: Rents,2018,74.3
767,Iowa,Services: Rents,2019,73.0
768,Kansas,All items,2008,89.3
769,Kansas,All items,2009,89.6
770,Kansas,All items,2010,89.9
771,Kansas,All items,2011,90.7
772,Kansas,All items,2012,90.6
773,Kansas,All items,2013,91.3
774,Kansas,All items,2014,90.9
775,Kansas,All items,2015,90.2
776,Kansas,All items,2016,90.1
777,Kansas,All items,2017,90.0
778,Kansas,All items,2018,90.0
779,Kansas,All items,2019,89.2
780,Kansas,Goods,2008,95.2
781,Kansas,Goods,2009,95.2
782,Kansas,Goods,2010,94.7
783,Kansas,Goods,2011,95.5
784,Kansas,Goods,2012,95.7
785,Kansas,Goods,2013,95.9
786,Kansas,Goods,2014,95.9
787,Kansas,Goods,2015,95.7
788,Kansas,Goods,2016,95.4
789,Kansas,Goods,2017,95.4
790,Kansas,Goods,2018,95.2
791,Kansas,Goods,2019,95.1
792,Kansas,Services: Other,2008,90.4
793,Kansas,Services: Other,2009,91.1
794,Kansas,Services: Other,2010,91.8
795,Kansas,Services: Other,2011,92.8
796,Kansas,Services: Other,2012,92.7
797,Kansas,Services: Other,2013,93.1
798,Kansas,Services: Other,2014,93.8
799,Kansas,Services: Other,2015,92.8
800,Kansas,Services: Other,2016,93.0
801,Kansas,Services: Other,2017,93.0
802,Kansas,Services: Other,2018,93.1
803,Kansas,Services: Other,2019,93.1
804,Kansas,Services: Rents,2008,75.4
805,Kansas,Services: Rents,2009,75.6
806,Kansas,Services: Rents,2010,74.9
807,Kansas,Services: Rents,2011,75.3
808,Kansas,Services: Rents,2012,74.9
809,Kansas,Services: Rents,2013,76.7
810,Kansas,Services: Rents,2014,75.6
811,Kansas,Services: Rents,2015,74.5
812,Kansas,Services: Rents,2016,74.5
813,Kansas,Services: Rents,2017,74.2
814,Kansas,Services: Rents,2018,75.3
815,Kansas,Services: Rents,2019,72.7
816,Kentucky,All items,2008,88.9
817,Kentucky,All items,2009,88.7
818,Kentucky,All items,2010,88.6
819,Kentucky,All items,2011,88.6
820,Kentucky,All items,2012,88.8
821,Kentucky,All items,2013,89.3
822,Kentucky,All items,2014,88.3
823,Kentucky,All items,2015,88.7
824,Kentucky,All items,2016,87.5
825,Kentucky,All items,2017,87.1
826,Kentucky,All items,2018,87.5
827,Kentucky,All items,2019,87.4
828,Kentucky,Goods,2008,96.3
829,Kentucky,Goods,2009,96.3
830,Kentucky,Goods,2010,95.3
831,Kentucky,Goods,2011,94.8
832,Kentucky,Goods,2012,94.5
833,Kentucky,Goods,2013,94.2
834,Kentucky,Goods,2014,94.4
835,Kentucky,Goods,2015,94.6
836,Kentucky,Goods,2016,94.6
837,Kentucky,Goods,2017,94.7
838,Kentucky,Goods,2018,94.9
839,Kentucky,Goods,2019,94.8
840,Kentucky,Services: Other,2008,93.2
841,Kentucky,Services: Other,2009,92.6
842,Kentucky,Services: Other,2010,92.6
843,Kentucky,Services: Other,2011,92.9
844,Kentucky,Services: Other,2012,93.3
845,Kentucky,Services: Other,2013,93.8
846,Kentucky,Services: Other,2014,93.1
847,Kentucky,Services: Other,2015,93.2
848,Kentucky,Services: Other,2016,91.7
849,Kentucky,Services: Other,2017,90.6
850,Kentucky,Services: Other,2018,90.7
851,Kentucky,Services: Other,2019,90.6
852,Kentucky,Services: Rents,2008,67.1
853,Kentucky,Services: Rents,2009,67.2
854,Kentucky,Services: Rents,2010,66.9
855,Kentucky,Services: Rents,2011,67.0
856,Kentucky,Services: Rents,2012,68.2
857,Kentucky,Services: Rents,2013,69.6
858,Kentucky,Services: Rents,2014,68.0
859,Kentucky,Services: Rents,2015,68.9
860,Kentucky,Services: Rents,2016,67.1
861,Kentucky,Services: Rents,2017,67.1
862,Kentucky,Services: Rents,2018,67.8
863,Kentucky,Services: Rents,2019,67.7
864,Louisiana,All items,2008,90.7
865,Louisiana,All items,2009,91.4
866,Louisiana,All items,2010,91.2
867,Louisiana,All items,2011,91.0
868,Louisiana,All items,2012,91.4
869,Louisiana,All items,2013,91.2
870,Louisiana,All items,2014,90.9
871,Louisiana,All items,2015,90.5
872,Louisiana,All items,2016,89.9
873,Louisiana,All items,2017,88.9
874,Louisiana,All items,2018,88.5
875,Louisiana,All items,2019,87.9
876,Louisiana,Goods,2008,97.8
877,Louisiana,Goods,2009,97.8
878,Louisiana,Goods,2010,96.8
879,Louisiana,Goods,2011,96.6
880,Louisiana,Goods,2012,96.5
881,Louisiana,Goods,2013,96.3
882,Louisiana,Goods,2014,96.5
883,Louisiana,Goods,2015,96.7
884,Louisiana,Goods,2016,96.4
885,Louisiana,Goods,2017,95.8
886,Louisiana,Goods,2018,95.8
887,Louisiana,Goods,2019,95.8
888,Louisiana,Services: Other,2008,93.8
889,Louisiana,Services: Other,2009,93.4
890,Louisiana,Services: Other,2010,93.3
891,Louisiana,Services: Other,2011,93.6
892,Louisiana,Services: Other,2012,93.8
893,Louisiana,Services: Other,2013,93.9
894,Louisiana,Services: Other,2014,93.3
895,Louisiana,Services: Other,2015,93.3
896,Louisiana,Services: Other,2016,92.4
897,Louisiana,Services: Other,2017,91.1
898,Louisiana,Services: Other,2018,91.0
899,Louisiana,Services: Other,2019,91.0
900,Louisiana,Services: Rents,2008,73.8
901,Louisiana,Services: Rents,2009,76.7
902,Louisiana,Services: Rents,2010,76.8
903,Louisiana,Services: Rents,2011,76.2
904,Louisiana,Services: Rents,2012,77.6
905,Louisiana,Services: Rents,2013,76.9
906,Louisiana,Services: Rents,2014,77.7
907,Louisiana,Services: Rents,2015,76.2
908,Louisiana,Services: Rents,2016,76.1
909,Louisiana,Services: Rents,2017,75.2
910,Louisiana,Services: Rents,2018,73.8
911,Louisiana,Services: Rents,2019,72.1
912,Maine,All items,2008,98.0
913,Maine,All items,2009,98.1
914,Maine,All items,2010,96.8
915,Maine,All items,2011,97.4
916,Maine,All items,2012,98.4
917,Maine,All items,2013,98.5
918,Maine,All items,2014,98.0
919,Maine,All items,2015,99.1
920,Maine,All items,2016,99.4
921,Maine,All items,2017,99.6
922,Maine,All items,2018,100.6
923,Maine,All items,2019,99.3
924,Maine,Goods,2008,98.5
925,Maine,Goods,2009,98.4
926,Maine,Goods,2010,98.3
927,Maine,Goods,2011,98.1
928,Maine,Goods,2012,98.5
929,Maine,Goods,2013,98.7
930,Maine,Goods,2014,98.4
931,Maine,Goods,2015,98.5
932,Maine,Goods,2016,99.2
933,Maine,Goods,2017,99.5
934,Maine,Goods,2018,99.4
935,Maine,Goods,2019,99.4
936,Maine,Services: Other,2008,98.9
937,Maine,Services: Other,2009,98.6
938,Maine,Services: Other,2010,97.5
939,Maine,Services: Other,2011,97.3
940,Maine,Services: Other,2012,97.7
941,Maine,Services: Other,2013,98.7
942,Maine,Services: Other,2014,100.5
943,Maine,Services: Other,2015,101.6
944,Maine,Services: Other,2016,102.5
945,Maine,Services: Other,2017,103.7
946,Maine,Services: Other,2018,103.6
947,Maine,Services: Other,2019,103.6
948,Maine,Services: Rents,2008,94.3
949,Maine,Services: Rents,2009,96.0
950,Maine,Services: Rents,2010,91.4
951,Maine,Services: Rents,2011,95.4
952,Maine,Services: Rents,2012,99.4
953,Maine,Services: Rents,2013,97.4
954,Maine,Services: Rents,2014,92.7
955,Maine,Services: Rents,2015,95.7
956,Maine,Services: Rents,2016,94.3
957,Maine,Services: Rents,2017,92.5
958,Maine,Services: Rents,2018,97.8
959,Maine,Services: Rents,2019,91.7
960,Maryland,All items,2008,110.3
961,Maryland,All items,2009,111.3
962,Maryland,All items,2010,111.0
963,Maryland,All items,2011,110.9
964,Maryland,All items,2012,110.1
965,Maryland,All items,2013,109.9
966,Maryland,All items,2014,110.2
967,Maryland,All items,2015,109.6
968,Maryland,All items,2016,109.0
969,Maryland,All items,2017,108.3
970,Maryland,All items,2018,107.7
971,Maryland,All items,2019,107.7
972,Maryland,Goods,2008,103.0
973,Maryland,Goods,2009,102.9
974,Maryland,Goods,2010,103.5
975,Maryland,Goods,2011,103.9
976,Maryland,Goods,2012,103.9
977,Maryland,Goods,2013,103.4
978,Maryland,Goods,2014,103.5
979,Maryland,Goods,2015,103.6
980,Maryland,Goods,2016,103.1
981,Maryland,Goods,2017,102.5
982,Maryland,Goods,2018,102.4
983,Maryland,Goods,2019,102.4
984,Maryland,Services: Other,2008,109.7
985,Maryland,Services: Other,2009,111.5
986,Maryland,Services: Other,2010,111.3
987,Maryland,Services: Other,2011,109.5
988,Maryland,Services: Other,2012,107.4
989,Maryland,Services: Other,2013,106.7
990,Maryland,Services: Other,2014,107.0
991,Maryland,Services: Other,2015,106.8
992,Maryland,Services: Other,2016,106.4
993,Maryland,Services: Other,2017,105.4
994,Maryland,Services: Other,2018,104.8
995,Maryland,Services: Other,2019,104.8
996,Maryland,Services: Rents,2008,124.5
997,Maryland,Services: Rents,2009,125.7
998,Maryland,Services: Rents,2010,123.5
999,Maryland,Services: Rents,2011,125.7
1000,Maryland,Services: Rents,2012,124.9
1001,Maryland,Services: Rents,2013,125.9
1002,Maryland,Services: Rents,2014,126.5
1003,Maryland,Services: Rents,2015,123.9
1004,Maryland,Services: Rents,2016,121.8
1005,Maryland,Services: Rents,2017,121.7
1006,Maryland,Services: Rents,2018,119.2
1007,Maryland,Services: Rents,2019,119.3
1008,Massachusetts,All items,2008,108.3
1009,Massachusetts,All items,2009,108.0
1010,Massachusetts,All items,2010,108.0
1011,Massachusetts,All items,2011,107.8
1012,Massachusetts,All items,2012,106.6
1013,Massachusetts,All items,2013,106.7
1014,Massachusetts,All items,2014,107.3
1015,Massachusetts,All items,2015,107.6
1016,Massachusetts,All items,2016,109.2
1017,Massachusetts,All items,2017,109.6
1018,Massachusetts,All items,2018,110.3
1019,Massachusetts,All items,2019,110.4
1020,Massachusetts,Goods,2008,98.9
1021,Massachusetts,Goods,2009,98.3
1022,Massachusetts,Goods,2010,98.1
1023,Massachusetts,Goods,2011,99.2
1024,Massachusetts,Goods,2012,100.3
1025,Massachusetts,Goods,2013,100.6
1026,Massachusetts,Goods,2014,101.2
1027,Massachusetts,Goods,2015,101.9
1028,Massachusetts,Goods,2016,102.3
1029,Massachusetts,Goods,2017,102.9
1030,Massachusetts,Goods,2018,102.8
1031,Massachusetts,Goods,2019,102.9
1032,Massachusetts,Services: Other,2008,111.2
1033,Massachusetts,Services: Other,2009,111.2
1034,Massachusetts,Services: Other,2010,111.0
1035,Massachusetts,Services: Other,2011,108.7
1036,Massachusetts,Services: Other,2012,106.5
1037,Massachusetts,Services: Other,2013,105.7
1038,Massachusetts,Services: Other,2014,106.0
1039,Massachusetts,Services: Other,2015,105.9
1040,Massachusetts,Services: Other,2016,108.1
1041,Massachusetts,Services: Other,2017,109.3
1042,Massachusetts,Services: Other,2018,109.2
1043,Massachusetts,Services: Other,2019,109.2
1044,Massachusetts,Services: Rents,2008,124.7
1045,Massachusetts,Services: Rents,2009,124.4
1046,Massachusetts,Services: Rents,2010,123.9
1047,Massachusetts,Services: Rents,2011,124.4
1048,Massachusetts,Services: Rents,2012,121.2
1049,Massachusetts,Services: Rents,2013,123.3
1050,Massachusetts,Services: Rents,2014,123.1
1051,Massachusetts,Services: Rents,2015,123.2
1052,Massachusetts,Services: Rents,2016,122.8
1053,Massachusetts,Services: Rents,2017,121.7
1054,Massachusetts,Services: Rents,2018,124.0
1055,Massachusetts,Services: Rents,2019,124.3
1056,Michigan,All items,2008,95.4
1057,Michigan,All items,2009,95.2
1058,Michigan,All items,2010,94.7
1059,Michigan,All items,2011,94.6
1060,Michigan,All items,2012,94.5
1061,Michigan,All items,2013,94.3
1062,Michigan,All items,2014,93.6
1063,Michigan,All items,2015,93.0
1064,Michigan,All items,2016,92.8
1065,Michigan,All items,2017,92.7
1066,Michigan,All items,2018,92.3
1067,Michigan,All items,2019,92.3
1068,Michigan,Goods,2008,97.1
1069,Michigan,Goods,2009,97.6
1070,Michigan,Goods,2010,97.7
1071,Michigan,Goods,2011,98.0
1072,Michigan,Goods,2012,98.0
1073,Michigan,Goods,2013,97.9
1074,Michigan,Goods,2014,97.4
1075,Michigan,Goods,2015,97.4
1076,Michigan,Goods,2016,97.4
1077,Michigan,Goods,2017,96.9
1078,Michigan,Goods,2018,96.9
1079,Michigan,Goods,2019,96.9
1080,Michigan,Services: Other,2008,98.3
1081,Michigan,Services: Other,2009,98.1
1082,Michigan,Services: Other,2010,97.4
1083,Michigan,Services: Other,2011,97.3
1084,Michigan,Services: Other,2012,96.8
1085,Michigan,Services: Other,2013,96.5
1086,Michigan,Services: Other,2014,96.4
1087,Michigan,Services: Other,2015,95.4
1088,Michigan,Services: Other,2016,94.8
1089,Michigan,Services: Other,2017,95.0
1090,Michigan,Services: Other,2018,94.7
1091,Michigan,Services: Other,2019,94.7
1092,Michigan,Services: Rents,2008,86.3
1093,Michigan,Services: Rents,2009,84.5
1094,Michigan,Services: Rents,2010,83.2
1095,Michigan,Services: Rents,2011,82.2
1096,Michigan,Services: Rents,2012,82.4
1097,Michigan,Services: Rents,2013,82.0
1098,Michigan,Services: Rents,2014,82.0
1099,Michigan,Services: Rents,2015,81.1
1100,Michigan,Services: Rents,2016,80.9
1101,Michigan,Services: Rents,2017,81.0
1102,Michigan,Services: Rents,2018,80.2
1103,Michigan,Services: Rents,2019,80.2
1104,Minnesota,All items,2008,97.4
1105,Minnesota,All items,2009,97.7
1106,Minnesota,All items,2010,97.1
1107,Minnesota,All items,2011,97.2
1108,Minnesota,All items,2012,97.6
1109,Minnesota,All items,2013,97.5
1110,Minnesota,All items,2014,97.5
1111,Minnesota,All items,2015,97.2
1112,Minnesota,All items,2016,97.8
1113,Minnesota,All items,2017,98.2
1114,Minnesota,All items,2018,97.7
1115,Minnesota,All items,2019,98.0
1116,Minnesota,Goods,2008,97.2
1117,Minnesota,Goods,2009,97.7
1118,Minnesota,Goods,2010,98.4
1119,Minnesota,Goods,2011,99.3
1120,Minnesota,Goods,2012,100.1
1121,Minnesota,Goods,2013,100.8
1122,Minnesota,Goods,2014,100.7
1123,Minnesota,Goods,2015,101.1
1124,Minnesota,Goods,2016,101.9
1125,Minnesota,Goods,2017,102.1
1126,Minnesota,Goods,2018,101.8
1127,Minnesota,Goods,2019,101.7
1128,Minnesota,Services: Other,2008,99.1
1129,Minnesota,Services: Other,2009,98.5
1130,Minnesota,Services: Other,2010,97.1
1131,Minnesota,Services: Other,2011,96.6
1132,Minnesota,Services: Other,2012,95.8
1133,Minnesota,Services: Other,2013,94.9
1134,Minnesota,Services: Other,2014,94.8
1135,Minnesota,Services: Other,2015,93.9
1136,Minnesota,Services: Other,2016,94.6
1137,Minnesota,Services: Other,2017,95.2
1138,Minnesota,Services: Other,2018,95.2
1139,Minnesota,Services: Other,2019,95.3
1140,Minnesota,Services: Rents,2008,94.1
1141,Minnesota,Services: Rents,2009,96.1
1142,Minnesota,Services: Rents,2010,94.2
1143,Minnesota,Services: Rents,2011,93.7
1144,Minnesota,Services: Rents,2012,95.6
1145,Minnesota,Services: Rents,2013,95.5
1146,Minnesota,Services: Rents,2014,95.6
1147,Minnesota,Services: Rents,2015,95.0
1148,Minnesota,Services: Rents,2016,95.3
1149,Minnesota,Services: Rents,2017,96.0
1150,Minnesota,Services: Rents,2018,94.7
1151,Minnesota,Services: Rents,2019,96.1
1152,Mississippi,All items,2008,86.4
1153,Mississippi,All items,2009,85.8
1154,Mississippi,All items,2010,86.7
1155,Mississippi,All items,2011,86.8
1156,Mississippi,All items,2012,86.5
1157,Mississippi,All items,2013,87.2
1158,Mississippi,All items,2014,86.2
1159,Mississippi,All items,2015,86.2
1160,Mississippi,All items,2016,86.0
1161,Mississippi,All items,2017,84.8
1162,Mississippi,All items,2018,85.6
1163,Mississippi,All items,2019,84.4
1164,Mississippi,Goods,2008,96.1
1165,Mississippi,Goods,2009,96.1
1166,Mississippi,Goods,2010,95.1
1167,Mississippi,Goods,2011,94.6
1168,Mississippi,Goods,2012,94.2
1169,Mississippi,Goods,2013,93.8
1170,Mississippi,Goods,2014,93.9
1171,Mississippi,Goods,2015,94.1
1172,Mississippi,Goods,2016,94.1
1173,Mississippi,Goods,2017,94.2
1174,Mississippi,Goods,2018,94.5
1175,Mississippi,Goods,2019,94.4
1176,Mississippi,Services: Other,2008,91.9
1177,Mississippi,Services: Other,2009,91.7
1178,Mississippi,Services: Other,2010,92.0
1179,Mississippi,Services: Other,2011,92.6
1180,Mississippi,Services: Other,2012,93.2
1181,Mississippi,Services: Other,2013,94.1
1182,Mississippi,Services: Other,2014,93.4
1183,Mississippi,Services: Other,2015,93.4
1184,Mississippi,Services: Other,2016,91.7
1185,Mississippi,Services: Other,2017,90.2
1186,Mississippi,Services: Other,2018,90.3
1187,Mississippi,Services: Other,2019,90.3
1188,Mississippi,Services: Rents,2008,63.2
1189,Mississippi,Services: Rents,2009,61.9
1190,Mississippi,Services: Rents,2010,62.9
1191,Mississippi,Services: Rents,2011,63.6
1192,Mississippi,Services: Rents,2012,62.4
1193,Mississippi,Services: Rents,2013,64.1
1194,Mississippi,Services: Rents,2014,63.4
1195,Mississippi,Services: Rents,2015,63.1
1196,Mississippi,Services: Rents,2016,64.9
1197,Mississippi,Services: Rents,2017,62.7
1198,Mississippi,Services: Rents,2018,63.2
1199,Mississippi,Services: Rents,2019,60.0
1200,Missouri,All items,2008,87.8
1201,Missouri,All items,2009,87.9
1202,Missouri,All items,2010,88.3
1203,Missouri,All items,2011,89.1
1204,Missouri,All items,2012,89.3
1205,Missouri,All items,2013,89.9
1206,Missouri,All items,2014,89.8
1207,Missouri,All items,2015,89.6
1208,Missouri,All items,2016,89.5
1209,Missouri,All items,2017,89.5
1210,Missouri,All items,2018,88.7
1211,Missouri,All items,2019,88.7
1212,Missouri,Goods,2008,92.8
1213,Missouri,Goods,2009,92.7
1214,Missouri,Goods,2010,92.9
1215,Missouri,Goods,2011,94.0
1216,Missouri,Goods,2012,94.9
1217,Missouri,Goods,2013,95.2
1218,Missouri,Goods,2014,95.3
1219,Missouri,Goods,2015,95.5
1220,Missouri,Goods,2016,95.6
1221,Missouri,Goods,2017,96.0
1222,Missouri,Goods,2018,95.6
1223,Missouri,Goods,2019,95.5
1224,Missouri,Services: Other,2008,89.2
1225,Missouri,Services: Other,2009,90.0
1226,Missouri,Services: Other,2010,90.6
1227,Missouri,Services: Other,2011,91.4
1228,Missouri,Services: Other,2012,91.5
1229,Missouri,Services: Other,2013,91.8
1230,Missouri,Services: Other,2014,92.8
1231,Missouri,Services: Other,2015,92.5
1232,Missouri,Services: Other,2016,92.2
1233,Missouri,Services: Other,2017,91.7
1234,Missouri,Services: Other,2018,91.7
1235,Missouri,Services: Other,2019,91.7
1236,Missouri,Services: Rents,2008,75.4
1237,Missouri,Services: Rents,2009,74.7
1238,Missouri,Services: Rents,2010,73.7
1239,Missouri,Services: Rents,2011,74.2
1240,Missouri,Services: Rents,2012,74.1
1241,Missouri,Services: Rents,2013,75.5
1242,Missouri,Services: Rents,2014,74.5
1243,Missouri,Services: Rents,2015,73.6
1244,Missouri,Services: Rents,2016,73.0
1245,Missouri,Services: Rents,2017,73.0
1246,Missouri,Services: Rents,2018,72.3
1247,Missouri,Services: Rents,2019,72.4
1248,Montana,All items,2008,95.3
1249,Montana,All items,2009,94.5
1250,Montana,All items,2010,93.9
1251,Montana,All items,2011,93.8
1252,Montana,All items,2012,93.5
1253,Montana,All items,2013,94.6
1254,Montana,All items,2014,94.7
1255,Montana,All items,2015,95.1
1256,Montana,All items,2016,93.4
1257,Montana,All items,2017,93.4
1258,Montana,All items,2018,92.9
1259,Montana,All items,2019,93.5
1260,Montana,Goods,2008,99.1
1261,Montana,Goods,2009,99.0
1262,Montana,Goods,2010,99.0
1263,Montana,Goods,2011,98.6
1264,Montana,Goods,2012,98.4
1265,Montana,Goods,2013,98.4
1266,Montana,Goods,2014,99.0
1267,Montana,Goods,2015,99.7
1268,Montana,Goods,2016,98.0
1269,Montana,Goods,2017,97.0
1270,Montana,Goods,2018,97.0
1271,Montana,Goods,2019,97.0
1272,Montana,Services: Other,2008,97.5
1273,Montana,Services: Other,2009,95.8
1274,Montana,Services: Other,2010,95.6
1275,Montana,Services: Other,2011,95.1
1276,Montana,Services: Other,2012,94.6
1277,Montana,Services: Other,2013,95.5
1278,Montana,Services: Other,2014,95.5
1279,Montana,Services: Other,2015,94.7
1280,Montana,Services: Other,2016,94.6
1281,Montana,Services: Other,2017,94.4
1282,Montana,Services: Other,2018,94.4
1283,Montana,Services: Other,2019,94.4
1284,Montana,Services: Rents,2008,81.1
1285,Montana,Services: Rents,2009,79.9
1286,Montana,Services: Rents,2010,78.2
1287,Montana,Services: Rents,2011,79.2
1288,Montana,Services: Rents,2012,80.3
1289,Montana,Services: Rents,2013,83.5
1290,Montana,Services: Rents,2014,83.8
1291,Montana,Services: Rents,2015,85.5
1292,Montana,Services: Rents,2016,80.9
1293,Montana,Services: Rents,2017,83.1
1294,Montana,Services: Rents,2018,82.8
1295,Montana,Services: Rents,2019,85.3
1296,Nebraska,All items,2008,89.7
1297,Nebraska,All items,2009,89.6
1298,Nebraska,All items,2010,90.3
1299,Nebraska,All items,2011,90.3
1300,Nebraska,All items,2012,90.6
1301,Nebraska,All items,2013,90.7
1302,Nebraska,All items,2014,90.5
1303,Nebraska,All items,2015,90.2
1304,Nebraska,All items,2016,90.1
1305,Nebraska,All items,2017,89.9
1306,Nebraska,All items,2018,89.6
1307,Nebraska,All items,2019,89.5
1308,Nebraska,Goods,2008,93.8
1309,Nebraska,Goods,2009,94.4
1310,Nebraska,Goods,2010,94.4
1311,Nebraska,Goods,2011,95.2
1312,Nebraska,Goods,2012,95.6
1313,Nebraska,Goods,2013,95.8
1314,Nebraska,Goods,2014,95.8
1315,Nebraska,Goods,2015,95.4
1316,Nebraska,Goods,2016,95.1
1317,Nebraska,Goods,2017,95.1
1318,Nebraska,Goods,2018,94.9
1319,Nebraska,Goods,2019,94.9
1320,Nebraska,Services: Other,2008,92.2
1321,Nebraska,Services: Other,2009,92.0
1322,Nebraska,Services: Other,2010,91.9
1323,Nebraska,Services: Other,2011,92.2
1324,Nebraska,Services: Other,2012,92.0
1325,Nebraska,Services: Other,2013,91.9
1326,Nebraska,Services: Other,2014,92.1
1327,Nebraska,Services: Other,2015,91.2
1328,Nebraska,Services: Other,2016,91.6
1329,Nebraska,Services: Other,2017,91.9
1330,Nebraska,Services: Other,2018,91.7
1331,Nebraska,Services: Other,2019,91.6
1332,Nebraska,Services: Rents,2008,75.5
1333,Nebraska,Services: Rents,2009,74.8
1334,Nebraska,Services: Rents,2010,76.5
1335,Nebraska,Services: Rents,2011,74.6
1336,Nebraska,Services: Rents,2012,76.0
1337,Nebraska,Services: Rents,2013,76.1
1338,Nebraska,Services: Rents,2014,75.8
1339,Nebraska,Services: Rents,2015,76.3
1340,Nebraska,Services: Rents,2016,76.1
1341,Nebraska,Services: Rents,2017,74.7
1342,Nebraska,Services: Rents,2018,75.7
1343,Nebraska,Services: Rents,2019,75.6
1344,Nevada,All items,2008,100.8
1345,Nevada,All items,2009,100.7
1346,Nevada,All items,2010,99.9
1347,Nevada,All items,2011,99.8
1348,Nevada,All items,2012,98.7
1349,Nevada,All items,2013,98.7
1350,Nevada,All items,2014,97.5
1351,Nevada,All items,2015,97.3
1352,Nevada,All items,2016,96.0
1353,Nevada,All items,2017,95.8
1354,Nevada,All items,2018,96.8
1355,Nevada,All items,2019,97.4
1356,Nevada,Goods,2008,96.4
1357,Nevada,Goods,2009,97.2
1358,Nevada,Goods,2010,97.5
1359,Nevada,Goods,2011,97.9
1360,Nevada,Goods,2012,97.3
1361,Nevada,Goods,2013,96.8
1362,Nevada,Goods,2014,96.1
1363,Nevada,Goods,2015,96.0
1364,Nevada,Goods,2016,94.4
1365,Nevada,Goods,2017,93.7
1366,Nevada,Goods,2018,93.9
1367,Nevada,Goods,2019,93.9
1368,Nevada,Services: Other,2008,97.7
1369,Nevada,Services: Other,2009,98.8
1370,Nevada,Services: Other,2010,99.1
1371,Nevada,Services: Other,2011,99.7
1372,Nevada,Services: Other,2012,100.3
1373,Nevada,Services: Other,2013,101.7
1374,Nevada,Services: Other,2014,101.1
1375,Nevada,Services: Other,2015,100.5
1376,Nevada,Services: Other,2016,99.3
1377,Nevada,Services: Other,2017,98.0
1378,Nevada,Services: Other,2018,98.6
1379,Nevada,Services: Other,2019,98.5
1380,Nevada,Services: Rents,2008,119.0
1381,Nevada,Services: Rents,2009,113.4
1382,Nevada,Services: Rents,2010,106.9
1383,Nevada,Services: Rents,2011,104.4
1384,Nevada,Services: Rents,2012,99.0
1385,Nevada,Services: Rents,2013,97.5
1386,Nevada,Services: Rents,2014,95.2
1387,Nevada,Services: Rents,2015,95.2
1388,Nevada,Services: Rents,2016,94.6
1389,Nevada,Services: Rents,2017,96.7
1390,Nevada,Services: Rents,2018,99.3
1391,Nevada,Services: Rents,2019,101.8
1392,New Hampshire,All items,2008,107.2
1393,New Hampshire,All items,2009,106.4
1394,New Hampshire,All items,2010,106.5
1395,New Hampshire,All items,2011,105.3
1396,New Hampshire,All items,2012,105.6
1397,New Hampshire,All items,2013,105.4
1398,New Hampshire,All items,2014,105.7
1399,New Hampshire,All items,2015,105.7
1400,New Hampshire,All items,2016,106.8
1401,New Hampshire,All items,2017,107.0
1402,New Hampshire,All items,2018,106.4
1403,New Hampshire,All items,2019,106.5
1404,New Hampshire,Goods,2008,98.9
1405,New Hampshire,Goods,2009,98.4
1406,New Hampshire,Goods,2010,98.1
1407,New Hampshire,Goods,2011,98.9
1408,New Hampshire,Goods,2012,99.8
1409,New Hampshire,Goods,2013,100.1
1410,New Hampshire,Goods,2014,100.4
1411,New Hampshire,Goods,2015,100.9
1412,New Hampshire,Goods,2016,101.3
1413,New Hampshire,Goods,2017,101.5
1414,New Hampshire,Goods,2018,101.4
1415,New Hampshire,Goods,2019,101.4
1416,New Hampshire,Services: Other,2008,107.8
1417,New Hampshire,Services: Other,2009,107.7
1418,New Hampshire,Services: Other,2010,107.4
1419,New Hampshire,Services: Other,2011,105.6
1420,New Hampshire,Services: Other,2012,104.1
1421,New Hampshire,Services: Other,2013,103.8
1422,New Hampshire,Services: Other,2014,104.6
1423,New Hampshire,Services: Other,2015,104.8
1424,New Hampshire,Services: Other,2016,106.1
1425,New Hampshire,Services: Other,2017,107.3
1426,New Hampshire,Services: Other,2018,107.1
1427,New Hampshire,Services: Other,2019,107.1
